program_id,experiment_id,variant,join_mode,strategy_id,timeframe,confluence_family,direction,year,cost_scenario,detected_technical_setups,filled_technical_trades,permitted_setups,permitted_trades,filtered_setups,retention_percentage,no_fills,wins,losses,timeouts,ambiguities,resolved_win_rate,two_r_before_stop_rate,average_gross_r,median_gross_r,average_net_r,median_net_r,total_net_r,expectancy_r,profit_factor,maximum_drawdown_r,maximum_drawdown_duration_trades,longest_losing_streak,average_holding_hours,median_holding_hours,profitable_years,losing_years,percentage_profitable_years,worst_year,worst_year_net_r,best_year,best_year_net_r,maximum_inactivity_hours,study_span_hours,metric_status
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2023,NORMALIZED_MEDIUM_COST,10,9,0,0,10,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2023,NORMALIZED_HIGH_COST,10,9,0,0,10,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2024,NORMALIZED_LOW_COST,5,5,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2024,NORMALIZED_MEDIUM_COST,5,5,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2024,NORMALIZED_HIGH_COST,5,5,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2025,NORMALIZED_LOW_COST,5,5,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2025,NORMALIZED_MEDIUM_COST,5,5,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2025,NORMALIZED_HIGH_COST,5,5,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2026,NORMALIZED_LOW_COST,2,2,0,0,2,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2026,NORMALIZED_MEDIUM_COST,2,2,0,0,2,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M15_C2_FVG_BREAKER,M15,C2_FVG_BREAKER,BEARISH,2026,NORMALIZED_HIGH_COST,2,2,0,0,2,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,ALL,NORMALIZED_LOW_COST,83,24,0,0,83,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,ALL,NORMALIZED_MEDIUM_COST,83,24,0,0,83,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,ALL,NORMALIZED_HIGH_COST,83,24,0,0,83,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2017,NORMALIZED_LOW_COST,3,1,0,0,3,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2017,NORMALIZED_MEDIUM_COST,3,1,0,0,3,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2017,NORMALIZED_HIGH_COST,3,1,0,0,3,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2018,NORMALIZED_LOW_COST,7,2,0,0,7,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2018,NORMALIZED_MEDIUM_COST,7,2,0,0,7,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2018,NORMALIZED_HIGH_COST,7,2,0,0,7,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2019,NORMALIZED_LOW_COST,8,5,0,0,8,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2019,NORMALIZED_MEDIUM_COST,8,5,0,0,8,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2019,NORMALIZED_HIGH_COST,8,5,0,0,8,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2020,NORMALIZED_LOW_COST,13,4,0,0,13,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2020,NORMALIZED_MEDIUM_COST,13,4,0,0,13,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2020,NORMALIZED_HIGH_COST,13,4,0,0,13,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2021,NORMALIZED_LOW_COST,5,1,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2021,NORMALIZED_MEDIUM_COST,5,1,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2021,NORMALIZED_HIGH_COST,5,1,0,0,5,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2022,NORMALIZED_LOW_COST,11,2,0,0,11,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2022,NORMALIZED_MEDIUM_COST,11,2,0,0,11,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2022,NORMALIZED_HIGH_COST,11,2,0,0,11,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2023,NORMALIZED_LOW_COST,15,6,0,0,15,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2023,NORMALIZED_MEDIUM_COST,15,6,0,0,15,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2023,NORMALIZED_HIGH_COST,15,6,0,0,15,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2024,NORMALIZED_LOW_COST,8,1,0,0,8,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2024,NORMALIZED_MEDIUM_COST,8,1,0,0,8,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2024,NORMALIZED_HIGH_COST,8,1,0,0,8,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2025,NORMALIZED_LOW_COST,9,2,0,0,9,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2025,NORMALIZED_MEDIUM_COST,9,2,0,0,9,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2025,NORMALIZED_HIGH_COST,9,2,0,0,9,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2026,NORMALIZED_LOW_COST,4,0,0,0,4,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2026,NORMALIZED_MEDIUM_COST,4,0,0,0,4,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,ALL,2026,NORMALIZED_HIGH_COST,4,0,0,0,4,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,ALL,NORMALIZED_LOW_COST,17,2,0,0,17,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,ALL,NORMALIZED_MEDIUM_COST,17,2,0,0,17,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,ALL,NORMALIZED_HIGH_COST,17,2,0,0,17,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2017,NORMALIZED_LOW_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2017,NORMALIZED_MEDIUM_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2017,NORMALIZED_HIGH_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2018,NORMALIZED_LOW_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2018,NORMALIZED_MEDIUM_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2018,NORMALIZED_HIGH_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2019,NORMALIZED_LOW_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2019,NORMALIZED_MEDIUM_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2019,NORMALIZED_HIGH_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2020,NORMALIZED_LOW_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2020,NORMALIZED_MEDIUM_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2020,NORMALIZED_HIGH_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2021,NORMALIZED_LOW_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2021,NORMALIZED_MEDIUM_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2021,NORMALIZED_HIGH_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2022,NORMALIZED_LOW_COST,9,2,0,0,9,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2022,NORMALIZED_MEDIUM_COST,9,2,0,0,9,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2022,NORMALIZED_HIGH_COST,9,2,0,0,9,0.0,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2023,NORMALIZED_LOW_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2023,NORMALIZED_MEDIUM_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2023,NORMALIZED_HIGH_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2024,NORMALIZED_LOW_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2024,NORMALIZED_MEDIUM_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2024,NORMALIZED_HIGH_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2025,NORMALIZED_LOW_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,M2_PRIMARY,J0,M5_C1_OB_FVG,M5,C1_OB_FVG,BULLISH,2025,NORMALIZED_MEDIUM_COST,1,0,0,0,1,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
